Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
1996,1,29,1,2039,1930,2245,2139,DL,345,N673DL,246,249,230,66,69,ATL,PHX,1587,6,10,0,NA,0,NA,NA,NA,NA,NA
1996,1,30,2,1931,1930,2142,2139,DL,345,N686DA,251,249,224,3,1,ATL,PHX,1587,5,22,0,NA,0,NA,NA,NA,NA,NA
1996,1,31,3,1956,1930,2231,2139,DL,345,N685DA,275,249,241,52,26,ATL,PHX,1587,7,27,0,NA,0,NA,NA,NA,NA,NA
1996,1,1,1,1730,1550,1909,1745,DL,411,N522DA,219,235,201,84,100,ATL,PHX,1587,4,14,0,NA,0,NA,NA,NA,NA,NA
1996,1,2,2,1714,1550,1841,1745,DL,411,N2824W,207,235,195,56,84,ATL,PHX,1587,4,8,0,NA,0,NA,NA,NA,NA,NA
1996,1,3,3,1644,1550,1835,1745,DL,411,N490DA,231,235,212,50,54,ATL,PHX,1587,3,16,0,NA,0,NA,NA,NA,NA,NA
1996,1,4,4,1558,1550,1804,1745,DL,411,N536DA,246,235,226,19,8,ATL,PHX,1587,3,17,0,NA,0,NA,NA,NA,NA,NA
1996,1,5,5,1557,1550,1807,1745,DL,411,N537DA,250,235,224,22,7,ATL,PHX,1587,4,22,0,NA,0,NA,NA,NA,NA,NA
1996,1,6,6,1604,1550,1738,1745,DL,411,N531DA,214,235,206,-7,14,ATL,PHX,1587,2,6,0,NA,0,NA,NA,NA,NA,NA
1996,1,7,7,1743,1550,1933,1745,DL,411,N499DA,230,235,204,108,113,ATL,PHX,1587,5,21,0,NA,0,NA,NA,NA,NA,NA
1996,1,8,1,1646,1550,1827,1745,DL,411,N2814W,221,235,207,42,56,ATL,PHX,1587,3,11,0,NA,0,NA,NA,NA,NA,NA
1996,1,9,2,1610,1550,1752,1745,DL,411,N536DA,222,235,202,7,20,ATL,PHX,1587,5,15,0,NA,0,NA,NA,NA,NA,NA
1996,1,10,3,1559,1550,1747,1745,DL,411,N290WA,228,235,206,2,9,ATL,PHX,1587,2,20,0,NA,0,NA,NA,NA,NA,NA
1996,1,11,4,1635,1550,1818,1745,DL,411,N2814W,223,235,208,33,45,ATL,PHX,1587,3,12,0,NA,0,NA,NA,NA,NA,NA
1996,1,12,5,1640,1550,1800,1745,DL,411,N2815W,200,235,186,15,50,ATL,PHX,1587,6,8,0,NA,0,NA,NA,NA,NA,NA
1996,1,13,6,1555,1550,1746,1745,DL,411,N8875Z,231,235,202,1,5,ATL,PHX,1587,3,26,0,NA,0,NA,NA,NA,NA,NA
1996,1,14,7,1603,1550,1743,1745,DL,411,N539DA,220,235,202,-2,13,ATL,PHX,1587,3,15,0,NA,0,NA,NA,NA,NA,NA
1996,1,15,1,1553,1550,1743,1745,DL,411,N532DA,230,235,201,-2,3,ATL,PHX,1587,2,27,0,NA,0,NA,NA,NA,NA,NA
1996,1,16,2,1550,1550,1736,1745,DL,411,N494DA,226,235,208,-9,0,ATL,PHX,1587,4,14,0,NA,0,NA,NA,NA,NA,NA
1996,1,17,3,1620,1550,1822,1745,DL,411,N409DA,242,235,216,37,30,ATL,PHX,1587,9,17,0,NA,0,NA,NA,NA,NA,NA
1996,1,18,4,1630,1550,1851,1745,DL,411,N543DA,261,235,232,66,40,ATL,PHX,1587,6,23,0,NA,0,NA,NA,NA,NA,NA
1996,1,19,5,1634,1550,1903,1745,DL,411,N518DA,269,235,237,78,44,ATL,PHX,1587,4,28,0,NA,0,NA,NA,NA,NA,NA
1996,1,20,6,1552,1550,1747,1745,DL,411,N2826W,235,235,223,2,2,ATL,PHX,1587,4,8,0,NA,0,NA,NA,NA,NA,NA
1996,1,21,7,1634,1550,1830,1745,DL,411,N521DA,236,235,222,45,44,ATL,PHX,1587,4,10,0,NA,0,NA,NA,NA,NA,NA
1996,1,22,1,1559,1550,1812,1745,DL,411,N538DA,253,235,238,27,9,ATL,PHX,1587,3,12,0,NA,0,NA,NA,NA,NA,NA
1996,1,23,2,1553,1550,1805,1745,DL,411,N537DA,252,235,229,20,3,ATL,PHX,1587,3,20,0,NA,0,NA,NA,NA,NA,NA
1996,1,24,3,1605,1550,1828,1745,DL,411,N533DA,263,235,241,43,15,ATL,PHX,1587,6,16,0,NA,0,NA,NA,NA,NA,NA
1996,1,25,4,1554,1550,1814,1745,DL,411,N526DA,260,235,235,29,4,ATL,PHX,1587,4,21,0,NA,0,NA,NA,NA,NA,NA
1996,1,26,5,1639,1550,1856,1745,DL,411,N546DA,257,235,237,71,49,ATL,PHX,1587,9,11,0,NA,0,NA,NA,NA,NA,NA
1996,1,27,6,1600,1550,1801,1745,DL,411,N537DA,241,235,217,16,10,ATL,PHX,1587,3,21,0,NA,0,NA,NA,NA,NA,NA
1996,1,28,7,1550,1550,1804,1745,DL,411,N520DA,254,235,232,19,0,ATL,PHX,1587,6,16,0,NA,0,NA,NA,NA,NA,NA
1996,1,29,1,1600,1550,1754,1745,DL,411,N290WA,234,235,214,9,10,ATL,PHX,1587,3,17,0,NA,0,NA,NA,NA,NA,NA
1996,1,30,2,1607,1550,1820,1745,DL,411,N528DA,253,235,217,35,17,ATL,PHX,1587,3,33,0,NA,0,NA,NA,NA,NA,NA
1996,1,31,3,1604,1550,1814,1745,DL,411,N536DA,250,235,234,29,14,ATL,PHX,1587,4,12,0,NA,0,NA,NA,NA,NA,NA
1996,1,1,1,1806,1730,2007,1940,DL,689,N604DL,241,250,213,27,36,ATL,PHX,1587,4,24,0,NA,0,NA,NA,NA,NA,NA
1996,1,2,2,1813,1730,2003,1940,DL,689,N631DL,230,250,208,23,43,ATL,PHX,1587,5,17,0,NA,0,NA,NA,NA,NA,NA
1996,1,3,3,1825,1730,2038,1940,DL,689,N631DL,253,250,222,58,55,ATL,PHX,1587,4,27,0,NA,0,NA,NA,NA,NA,NA
1996,1,4,4,1744,1730,1956,1940,DL,689,N677DL,252,250,230,16,14,ATL,PHX,1587,3,19,0,NA,0,NA,NA,NA,NA,NA
1996,1,5,5,1739,1730,1954,1940,DL,689,N654DL,255,250,224,14,9,ATL,PHX,1587,3,28,0,NA,0,NA,NA,NA,NA,NA
1996,1,6,6,2007,1730,2203,1940,DL,689,N647DL,236,250,213,143,157,ATL,PHX,1587,4,19,0,NA,0,NA,NA,NA,NA,NA
1996,1,7,7,1804,1730,2000,1940,DL,689,N632DL,236,250,215,20,34,ATL,PHX,1587,4,17,0,NA,0,NA,NA,NA,NA,NA
1996,1,8,1,1856,1730,2053,1940,DL,689,N605DL,237,250,221,73,86,ATL,PHX,1587,4,12,0,NA,0,NA,NA,NA,NA,NA
1996,1,9,2,1744,1730,1956,1940,DL,689,N666DN,252,250,213,16,14,ATL,PHX,1587,6,33,0,NA,0,NA,NA,NA,NA,NA
1996,1,10,3,1748,1730,2005,1940,DL,689,N670DN,257,250,216,25,18,ATL,PHX,1587,3,38,0,NA,0,NA,NA,NA,NA,NA
1996,1,11,4,1737,1730,1931,1940,DL,689,N644DL,234,250,209,-9,7,ATL,PHX,1587,3,22,0,NA,0,NA,NA,NA,NA,NA
1996,1,12,5,1749,1730,1925,1940,DL,689,N608DA,216,250,196,-15,19,ATL,PHX,1587,4,16,0,NA,0,NA,NA,NA,NA,NA
1996,1,13,6,1732,1730,1939,1940,DL,689,N685DA,247,250,211,-1,2,ATL,PHX,1587,3,33,0,NA,0,NA,NA,NA,NA,NA
1996,1,14,7,1819,1730,2004,1940,DL,689,N626DL,225,250,199,24,49,ATL,PHX,1587,2,24,0,NA,0,NA,NA,NA,NA,NA
1996,1,15,1,1732,1730,1930,1940,DL,689,N685DA,238,250,205,-10,2,ATL,PHX,1587,3,30,0,NA,0,NA,NA,NA,NA,NA
1996,1,16,2,1847,1730,2043,1940,DL,689,N634DL,236,250,224,63,77,ATL,PHX,1587,4,8,0,NA,0,NA,NA,NA,NA,NA
1996,1,17,3,1826,1730,2040,1940,DL,689,N622DL,254,250,218,60,56,ATL,PHX,1587,4,32,0,NA,0,NA,NA,NA,NA,NA
1996,1,18,4,1849,1730,2047,1940,DL,689,N674DL,238,250,226,67,79,ATL,PHX,1587,4,8,0,NA,0,NA,NA,NA,NA,NA
1996,1,19,5,1747,1730,2019,1940,DL,689,N625DL,272,250,246,39,17,ATL,PHX,1587,2,24,0,NA,0,NA,NA,NA,NA,NA
1996,1,20,6,1740,1730,2000,1940,DL,689,N625DL,260,250,230,20,10,ATL,PHX,1587,4,26,0,NA,0,NA,NA,NA,NA,NA
1996,1,21,7,1738,1730,2023,1940,DL,689,N682DA,285,250,241,43,8,ATL,PHX,1587,7,37,0,NA,0,NA,NA,NA,NA,NA
1996,1,22,1,1734,1730,2010,1940,DL,689,N616DL,276,250,238,30,4,ATL,PHX,1587,6,32,0,NA,0,NA,NA,NA,NA,NA
1996,1,23,2,1740,1730,2021,1940,DL,689,N646DL,281,250,241,41,10,ATL,PHX,1587,3,37,0,NA,0,NA,NA,NA,NA,NA
1996,1,24,3,1759,1730,2030,1940,DL,689,N642DL,271,250,241,50,29,ATL,PHX,1587,4,26,0,NA,0,NA,NA,NA,NA,NA
1996,1,25,4,1741,1730,2022,1940,DL,689,N637DL,281,250,245,42,11,ATL,PHX,1587,4,32,0,NA,0,NA,NA,NA,NA,NA
1996,1,26,5,1912,1730,2120,1940,DL,689,N617DL,248,250,235,100,102,ATL,PHX,1587,3,10,0,NA,0,NA,NA,NA,NA,NA
1996,1,27,6,1747,1730,2013,1940,DL,689,N681DA,266,250,230,33,17,ATL,PHX,1587,3,33,0,NA,0,NA,NA,NA,NA,NA
1996,1,28,7,1735,1730,2002,1940,DL,689,N681DA,267,250,230,22,5,ATL,PHX,1587,7,30,0,NA,0,NA,NA,NA,NA,NA
1996,1,29,1,1730,1730,1955,1940,DL,689,N642DL,265,250,223,15,0,ATL,PHX,1587,10,32,0,NA,0,NA,NA,NA,NA,NA
1996,1,30,2,1749,1730,2035,1940,DL,689,N604DL,286,250,232,55,19,ATL,PHX,1587,3,51,0,NA,0,NA,NA,NA,NA,NA
1996,1,31,3,1802,1730,2016,1940,DL,689,N639DL,254,250,228,36,32,ATL,PHX,1587,6,20,0,NA,0,NA,NA,NA,NA,NA
1996,1,1,1,1240,1215,1435,1412,DL,723,N632DL,235,237,215,23,25,ATL,PHX,1587,3,17,0,NA,0,NA,NA,NA,NA,NA
1996,1,2,2,1247,1215,1437,1412,DL,723,N627DL,230,237,204,25,32,ATL,PHX,1587,5,21,0,NA,0,NA,NA,NA,NA,NA
1996,1,3,3,1317,1215,1512,1412,DL,723,N656DL,235,237,214,60,62,ATL,PHX,1587,5,16,0,NA,0,NA,NA,NA,NA,NA
1996,1,4,4,1246,1215,1500,1412,DL,723,N675DL,254,237,234,48,31,ATL,PHX,1587,3,17,0,NA,0,NA,NA,NA,NA,NA
1996,1,5,5,1221,1215,1446,1412,DL,723,N683DA,265,237,231,34,6,ATL,PHX,1587,4,30,0,NA,0,NA,NA,NA,NA,NA
1996,1,6,6,1242,1215,1430,1412,DL,723,N636DL,228,237,216,18,27,ATL,PHX,1587,3,9,0,NA,0,NA,NA,NA,NA,NA
1996,1,7,7,1426,1215,1612,1412,DL,723,N622DL,226,237,208,120,131,ATL,PHX,1587,5,13,0,NA,0,NA,NA,NA,NA,NA
1996,1,8,1,1345,1215,1537,1412,DL,723,N629DL,232,237,215,85,90,ATL,PHX,1587,3,14,0,NA,0,NA,NA,NA,NA,NA
1996,1,9,2,1228,1215,1429,1412,DL,723,N660DL,241,237,218,17,13,ATL,PHX,1587,4,19,0,NA,0,NA,NA,NA,NA,NA
1996,1,10,3,1223,1215,1413,1412,DL,723,N657DL,230,237,207,1,8,ATL,PHX,1587,4,19,0,NA,0,NA,NA,NA,NA,NA
1996,1,11,4,1215,1215,1415,1412,DL,723,N637DL,240,237,216,3,0,ATL,PHX,1587,3,21,0,NA,0,NA,NA,NA,NA,NA
1996,1,12,5,1252,1215,1427,1412,DL,723,N633DL,215,237,195,15,37,ATL,PHX,1587,3,17,0,NA,0,NA,NA,NA,NA,NA
1996,1,13,6,1217,1215,1408,1412,DL,723,N650DL,231,237,209,-4,2,ATL,PHX,1587,3,19,0,NA,0,NA,NA,NA,NA,NA
1996,1,14,7,1217,1215,1409,1412,DL,723,N624DL,232,237,200,-3,2,ATL,PHX,1587,5,27,0,NA,0,NA,NA,NA,NA,NA
1996,1,15,1,1218,1215,1405,1412,DL,723,N642DL,227,237,200,-7,3,ATL,PHX,1587,3,24,0,NA,0,NA,NA,NA,NA,NA
1996,1,16,2,1231,1215,1438,1412,DL,723,N609DL,247,237,217,26,16,ATL,PHX,1587,4,26,0,NA,0,NA,NA,NA,NA,NA
1996,1,17,3,1239,1215,1447,1412,DL,723,N618DL,248,237,225,35,24,ATL,PHX,1587,4,19,0,NA,0,NA,NA,NA,NA,NA
1996,1,18,4,1250,1215,1518,1412,DL,723,N639DL,268,237,230,66,35,ATL,PHX,1587,10,28,0,NA,0,NA,NA,NA,NA,NA
1996,1,19,5,1231,1215,1452,1412,DL,723,N632DL,261,237,238,40,16,ATL,PHX,1587,6,17,0,NA,0,NA,NA,NA,NA,NA
1996,1,20,6,1241,1215,1437,1412,DL,723,N635DL,236,237,222,25,26,ATL,PHX,1587,3,11,0,NA,0,NA,NA,NA,NA,NA
1996,1,21,7,1226,1215,1426,1412,DL,723,N646DL,240,237,225,14,11,ATL,PHX,1587,4,11,0,NA,0,NA,NA,NA,NA,NA
1996,1,22,1,1219,1215,1440,1412,DL,723,N617DL,261,237,241,28,4,ATL,PHX,1587,4,16,0,NA,0,NA,NA,NA,NA,NA
1996,1,23,2,1220,1215,1438,1412,DL,723,N679DA,258,237,237,26,5,ATL,PHX,1587,4,17,0,NA,0,NA,NA,NA,NA,NA
1996,1,24,3,1240,1215,1523,1412,DL,723,N632DL,283,237,253,71,25,ATL,PHX,1587,4,26,0,NA,0,NA,NA,NA,NA,NA
1996,1,25,4,1222,1215,1448,1412,DL,723,N616DL,266,237,236,36,7,ATL,PHX,1587,4,26,0,NA,0,NA,NA,NA,NA,NA
1996,1,26,5,1239,1215,1455,1412,DL,723,N647DL,256,237,243,43,24,ATL,PHX,1587,3,10,0,NA,0,NA,NA,NA,NA,NA
1996,1,27,6,1224,1215,1423,1412,DL,723,N679DA,239,237,224,11,9,ATL,PHX,1587,2,13,0,NA,0,NA,NA,NA,NA,NA
1996,1,28,7,1224,1215,1450,1412,DL,723,N651DL,266,237,234,38,9,ATL,PHX,1587,3,29,0,NA,0,NA,NA,NA,NA,NA
1996,1,29,1,1220,1215,1432,1412,DL,723,N645DL,252,237,223,20,5,ATL,PHX,1587,3,26,0,NA,0,NA,NA,NA,NA,NA
1996,1,30,2,1221,1215,1440,1412,DL,723,N669DN,259,237,226,28,6,ATL,PHX,1587,6,27,0,NA,0,NA,NA,NA,NA,NA
1996,1,31,3,1246,1215,1507,1412,DL,723,N603DL,261,237,234,55,31,ATL,PHX,1587,7,20,0,NA,0,NA,NA,NA,NA,NA
1996,1,1,1,850,845,1054,1035,DL,989,N677DL,244,230,206,19,5,ATL,PHX,1587,6,32,0,NA,0,NA,NA,NA,NA,NA
1996,1,2,2,907,845,1134,1035,DL,989,N663DN,267,230,212,59,22,ATL,PHX,1587,5,50,0,NA,0,NA,NA,NA,NA,NA
1996,1,3,3,854,845,1043,1035,DL,989,N675DL,229,230,213,8,9,ATL,PHX,1587,5,11,0,NA,0,NA,NA,NA,NA,NA
1996,1,4,4,948,845,1200,1035,DL,989,N618DL,252,230,239,85,63,ATL,PHX,1587,3,10,0,NA,0,NA,NA,NA,NA,NA
1996,1,5,5,852,845,1115,1035,DL,989,N617DL,263,230,231,40,7,ATL,PHX,1587,3,29,0,NA,0,NA,NA,NA,NA,NA
1996,1,6,6,903,845,1101,1035,DL,989,N671DN,238,230,215,26,18,ATL,PHX,1587,3,20,0,NA,0,NA,NA,NA,NA,NA
1996,1,7,7,1027,845,1327,1035,DL,989,N647DL,300,230,210,172,102,ATL,PHX,1587,1,89,0,NA,0,NA,NA,NA,NA,NA
1996,1,8,1,NA,845,NA,1035,DL,989,N613DL,NA,230,NA,NA,NA,ATL,PHX,1587,0,0,1,NA,0,NA,NA,NA,NA,NA
1996,1,9,2,849,845,1102,1035,DL,989,N636DL,253,230,224,27,4,ATL,PHX,1587,5,24,0,NA,0,NA,NA,NA,NA,NA
1996,1,10,3,853,845,1111,1035,DL,989,N604DL,258,230,232,36,8,ATL,PHX,1587,3,23,0,NA,0,NA,NA,NA,NA,NA
1996,1,11,4,853,845,1043,1035,DL,989,N627DL,230,230,220,8,8,ATL,PHX,1587,3,7,0,NA,0,NA,NA,NA,NA,NA
1996,1,12,5,920,845,1058,1035,DL,989,N631DL,218,230,197,23,35,ATL,PHX,1587,10,11,0,NA,0,NA,NA,NA,NA,NA
1996,1,13,6,852,845,1057,1035,DL,989,N626DL,245,230,220,22,7,ATL,PHX,1587,4,21,0,NA,0,NA,NA,NA,NA,NA
1996,1,14,7,848,845,1043,1035,DL,989,N642DL,235,230,209,8,3,ATL,PHX,1587,5,21,0,NA,0,NA,NA,NA,NA,NA
1996,1,15,1,848,845,1043,1035,DL,989,N605DL,235,230,205,8,3,ATL,PHX,1587,4,26,0,NA,0,NA,NA,NA,NA,NA
1996,1,16,2,849,845,1102,1035,DL,989,N621DL,253,230,226,27,4,ATL,PHX,1587,4,23,0,NA,0,NA,NA,NA,NA,NA
1996,1,17,3,856,845,1126,1035,DL,989,N633DL,270,230,231,51,11,ATL,PHX,1587,3,36,0,NA,0,NA,NA,NA,NA,NA
1996,1,18,4,851,845,1115,1035,DL,989,N650DL,264,230,232,40,6,ATL,PHX,1587,4,28,0,NA,0,NA,NA,NA,NA,NA
1996,1,19,5,1053,845,1326,1035,DL,989,N601DL,273,230,255,171,128,ATL,PHX,1587,5,13,0,NA,0,NA,NA,NA,NA,NA
1996,1,20,6,855,845,1121,1035,DL,989,N659DL,266,230,240,46,10,ATL,PHX,1587,6,20,0,NA,0,NA,NA,NA,NA,NA
1996,1,21,7,845,845,1102,1035,DL,989,N612DL,257,230,229,27,0,ATL,PHX,1587,3,25,0,NA,0,NA,NA,NA,NA,NA
1996,1,22,1,906,845,1117,1035,DL,989,N603DL,251,230,231,42,21,ATL,PHX,1587,5,15,0,NA,0,NA,NA,NA,NA,NA
1996,1,23,2,850,845,1057,1035,DL,989,N655DL,247,230,232,22,5,ATL,PHX,1587,3,12,0,NA,0,NA,NA,NA,NA,NA
1996,1,24,3,855,845,1132,1035,DL,989,N654DL,277,230,252,57,10,ATL,PHX,1587,4,21,0,NA,0,NA,NA,NA,NA,NA
1996,1,25,4,856,845,1114,1035,DL,989,N647DL,258,230,230,39,11,ATL,PHX,1587,4,24,0,NA,0,NA,NA,NA,NA,NA
1996,1,26,5,845,845,1117,1035,DL,989,N673DL,272,230,246,42,0,ATL,PHX,1587,2,24,0,NA,0,NA,NA,NA,NA,NA
1996,1,27,6,851,845,1132,1035,DL,989,N684DA,281,230,247,57,6,ATL,PHX,1587,6,28,0,NA,0,NA,NA,NA,NA,NA
1996,1,28,7,848,845,1056,1035,DL,989,N633DL,248,230,230,21,3,ATL,PHX,1587,5,13,0,NA,0,NA,NA,NA,NA,NA
1996,1,29,1,847,845,1105,1035,DL,989,N650DL,258,230,222,30,2,ATL,PHX,1587,6,30,0,NA,0,NA,NA,NA,NA,NA
1996,1,30,2,847,845,1058,1035,DL,989,N680DA,251,230,229,23,2,ATL,PHX,1587,4,18,0,NA,0,NA,NA,NA,NA,NA
1996,1,31,3,853,845,1117,1035,DL,989,N626DL,264,230,228,42,8,ATL,PHX,1587,3,33,0,NA,0,NA,NA,NA,NA,NA
1996,1,1,1,1708,1640,1907,1841,HP,19,N906AW,239,241,226,26,28,ATL,PHX,1587,4,9,0,NA,0,NA,NA,NA,NA,NA
1996,1,2,2,1743,1640,1937,1841,HP,19,N908AW,234,241,216,56,63,ATL,PHX,1587,6,12,0,NA,0,NA,NA,NA,NA,NA
1996,1,3,3,1733,1640,1933,1841,HP,19,N913AW,240,241,225,52,53,ATL,PHX,1587,4,11,0,NA,0,NA,NA,NA,NA,NA
1996,1,4,4,1719,1640,1917,1841,HP,19,N906AW,238,241,224,36,39,ATL,PHX,1587,5,9,0,NA,0,NA,NA,NA,NA,NA
1996,1,5,5,1643,1640,1855,1841,HP,19,N621AW,252,241,231,14,3,ATL,PHX,1587,8,13,0,NA,0,NA,NA,NA,NA,NA
1996,1,6,6,1654,1640,1852,1841,HP,19,N903AW,238,241,224,11,14,ATL,PHX,1587,5,9,0,NA,0,NA,NA,NA,NA,NA
1996,1,7,7,1655,1640,1848,1841,HP,19,N916AW,233,241,211,7,15,ATL,PHX,1587,4,18,0,NA,0,NA,NA,NA,NA,NA
1996,1,8,1,1639,1640,1833,1841,HP,19,N902AW,234,241,220,-8,-1,ATL,PHX,1587,6,8,0,NA,0,NA,NA,NA,NA,NA
1996,1,9,2,NA,1640,NA,1841,HP,19,N916AW,NA,241,NA,NA,NA,ATL,PHX,1587,0,0,1,NA,0,NA,NA,NA,NA,NA
1996,1,10,3,1657,1640,1915,1841,HP,19,N914AW,258,241,241,34,17,ATL,PHX,1587,5,12,0,NA,0,NA,NA,NA,NA,NA
1996,1,11,4,2151,1640,2337,1841,HP,19,N901AW,226,241,210,296,311,ATL,PHX,1587,4,12,0,NA,0,NA,NA,NA,NA,NA
1996,1,12,5,1642,1640,1818,1841,HP,19,N916AW,216,241,196,-23,2,ATL,PHX,1587,8,12,0,NA,0,NA,NA,NA,NA,NA
1996,1,13,6,1644,1640,1840,1841,HP,19,N913AW,236,241,216,-1,4,ATL,PHX,1587,12,8,0,NA,0,NA,NA,NA,NA,NA
1996,1,14,7,1647,1640,1838,1841,HP,19,N914AW,231,241,215,-3,7,ATL,PHX,1587,5,11,0,NA,0,NA,NA,NA,NA,NA
1996,1,15,1,1640,1640,1824,1841,HP,19,N626AW,224,241,211,-17,0,ATL,PHX,1587,5,8,0,NA,0,NA,NA,NA,NA,NA
1996,1,16,2,1640,1640,1841,1841,HP,19,N914AW,241,241,230,0,0,ATL,PHX,1587,5,6,0,NA,0,NA,NA,NA,NA,NA
1996,1,17,3,1640,1640,1900,1841,HP,19,N902AW,260,241,240,19,0,ATL,PHX,1587,5,15,0,NA,0,NA,NA,NA,NA,NA
1996,1,18,4,1640,1640,1903,1841,HP,19,N904AW,263,241,240,22,0,ATL,PHX,1587,7,16,0,NA,0,NA,NA,NA,NA,NA
1996,1,19,5,1637,1640,1837,1841,HP,19,N639AW,240,241,229,-4,-3,ATL,PHX,1587,3,8,0,NA,0,NA,NA,NA,NA,NA
1996,1,20,6,1639,1640,1914,1841,HP,19,N904AW,275,241,260,33,-1,ATL,PHX,1587,4,11,0,NA,0,NA,NA,NA,NA,NA
1996,1,21,7,1640,1640,1900,1841,HP,19,N910AW,260,241,241,19,0,ATL,PHX,1587,5,14,0,NA,0,NA,NA,NA,NA,NA
1996,1,22,1,1815,1640,2017,1841,HP,19,N913AW,242,241,225,96,95,ATL,PHX,1587,6,11,0,NA,0,NA,NA,NA,NA,NA
1996,1,23,2,1641,1640,1906,1841,HP,19,N915AW,265,241,253,25,1,ATL,PHX,1587,4,8,0,NA,0,NA,NA,NA,NA,NA
1996,1,24,3,1652,1640,1914,1841,HP,19,N915AW,262,241,247,33,12,ATL,PHX,1587,5,10,0,NA,0,NA,NA,NA,NA,NA
1996,1,25,4,1640,1640,1904,1841,HP,19,N906AW,264,241,247,23,0,ATL,PHX,1587,7,10,0,NA,0,NA,NA,NA,NA,NA
1996,1,26,5,NA,1640,NA,1841,HP,19,N913AW,NA,241,NA,NA,NA,ATL,PHX,1587,0,0,1,NA,0,NA,NA,NA,NA,NA
1996,1,27,6,1643,1640,1904,1841,HP,19,N908AW,261,241,238,23,3,ATL,PHX,1587,6,17,0,NA,0,NA,NA,NA,NA,NA
1996,1,28,7,1642,1640,1856,1841,HP,19,N903AW,254,241,236,15,2,ATL,PHX,1587,7,11,0,NA,0,NA,NA,NA,NA,NA
1996,1,29,1,1640,1640,1849,1841,HP,19,N904AW,249,241,232,8,0,ATL,PHX,1587,8,9,0,NA,0,NA,NA,NA,NA,NA
1996,1,30,2,1640,1640,1847,1841,HP,19,N913AW,247,241,232,6,0,ATL,PHX,1587,4,11,0,NA,0,NA,NA,NA,NA,NA
1996,1,31,3,1653,1640,1904,1841,HP,19,N901AW,251,241,234,23,13,ATL,PHX,1587,6,11,0,NA,0,NA,NA,NA,NA,NA
1996,1,1,1,1613,835,1838,1043,HP,20,N913AW,265,248,228,475,458,ATL,PHX,1587,6,31,0,NA,0,NA,NA,NA,NA,NA
